year	month	day	ARROW_sim
1996	7	2	166794.77
1996	7	3	168116.66
1996	7	4	169230.73
1996	7	5	170523.58
1996	7	6	172788.22
1996	7	7	171795.92
1996	7	8	168543.47
1996	7	9	168336.95
1996	7	10	170606.83
1996	7	11	169931.34
1996	7	12	165636.5
1996	7	13	160170.33
1996	7	14	155769.59
1996	7	15	153901.78
1996	7	16	152489.63
1996	7	17	150842.66
1996	7	18	149691.3
1996	7	19	150570.78
1996	7	20	152121.03
1996	7	21	149788.63
1996	7	22	144866.72
1996	7	23	142022.08
1996	7	24	141057.61
1996	7	25	136953.7
1996	7	26	129221.77
1996	7	27	120850.38
1996	7	28	113268.61
1996	7	29	108021.61
1996	7	30	104491.87
1996	7	31	101583.83
1996	8	1	97798.516
1996	8	2	93124.875
1996	8	3	88780.055
1996	8	4	85319.969
1996	8	5	83532.492
1996	8	6	84599.547
1996	8	7	85089.07
1996	8	8	80914.742
1996	8	9	73624.477
1996	8	10	65253.66
1996	8	11	57586.543
1996	8	12	51348.473
1996	8	13	47290.277
1996	8	14	45312.684
1996	8	15	44199.621
1996	8	16	43742.844
1996	8	17	43030.547
1996	8	18	41753.207
1996	8	19	40417.91
1996	8	20	39378.18
1996	8	21	38853.363
1996	8	22	38186.512
1996	8	23	37345.121
1996	8	24	36269.016
1996	8	25	32870.934
1996	8	26	27785.086
1996	8	27	24199.158
1996	8	28	22563.188
1996	8	29	22535.512
1996	8	30	23519.648
1996	8	31	24450.41
1996	9	1	25417.893
1996	9	2	28388.893
1996	9	3	35053.898
1996	9	4	42113.988
1996	9	5	44318.957
1996	9	6	41369.438
1996	9	7	36263.426
1996	9	8	33135.176
1996	9	9	34897.395
1996	9	10	40278.535
1996	9	11	44546.5
1996	9	12	43392.238
1996	9	13	38268.582
1996	9	14	31369.238
1996	9	15	26045.807
1996	9	16	28732.451
1996	9	17	38232.422
1996	9	18	48317.82
1996	9	19	52750.547
1996	9	20	49517.922
1996	9	21	41598.297
1996	9	22	31607.262
1996	9	23	23643.563
1996	9	24	19134.623
1996	9	25	16723.441
1996	9	26	15591.327
1996	9	27	14996.437
1996	9	28	14391.527
1996	9	29	13470.712
1996	9	30	13237.885
1996	10	1	14559.447
1996	10	2	16239.237
1996	10	3	16388.547
1996	10	4	15113.743
1996	10	5	13972.204
1996	10	6	16272.437
1996	10	7	22937.008
1996	10	8	30115.984
1996	10	9	35948.113
1996	10	10	36782.262
1996	10	11	31676.09
1996	10	12	25337.979
1996	10	13	21877.98
1996	10	14	22234.965
1996	10	15	24624.387
1996	10	16	28886.594
1996	10	17	34510.578
1996	10	18	38710.449
1996	10	19	37906.973
1996	10	20	31413.34
1996	10	21	22634.328
1996	10	22	15405.228
1996	10	23	11152.718
1996	10	24	9587.5557
1996	10	25	9183.1289
1996	10	26	8980.4248
1996	10	27	8366.375
1996	10	28	7350.0659
1996	10	29	6966.6494
1996	10	30	7692.2295
1996	10	31	7894.0728
1996	11	1	6844.9707
1996	11	2	5914.5493
1996	11	3	5309.1494
1996	11	4	4775.4424
1996	11	5	4284.1997
1996	11	6	4021.5735
1996	11	7	3891.7991
1996	11	8	3960.1372
1996	11	9	4204.4409
1996	11	10	4682.3828
1996	11	11	5558.4419
1996	11	12	6383.6533
1996	11	13	7131.7559
1996	11	14	8203.2236
1996	11	15	9671.25
1996	11	16	10421.159
1996	11	17	9634.2822
1996	11	18	8149.5195
1996	11	19	6786.5098
1996	11	20	5668.1709
1996	11	21	4632.4907
1996	11	22	3664.9961
1996	11	23	2974.9089
1996	11	24	2549.5732
1996	11	25	2223.9336
1996	11	26	1958.8605
1996	11	27	1795.7667
1996	11	28	1727.2539
1996	11	29	1696.0795
1996	11	30	1663.5052
1996	12	1	1630.9559
1996	12	2	1621.87
1996	12	3	1611.7224
1996	12	4	1548.2444
1996	12	5	1443.9279
1996	12	6	1356.8834
1996	12	7	1310.3206
1996	12	8	1283.4028
1996	12	9	1257.4878
1996	12	10	1217.8673
1996	12	11	1170.4218
1996	12	12	1135.2905
1996	12	13	1113.6884
1996	12	14	1104.5195
1996	12	15	1104.5149
1996	12	16	1108.2701
1996	12	17	1109.3126
1996	12	18	1104.0505
1996	12	19	1099.731
1996	12	20	1105.7173
1996	12	21	1118.1647
1996	12	22	1125.1934
1996	12	23	1117.58
1996	12	24	1104.799
1996	12	25	1104.8578
1996	12	26	1116.6062
1996	12	27	1129.579
1996	12	28	1127.7445
1996	12	29	1115.2728
1996	12	30	1092.715
1996	12	31	1050.6085
1997	1	1	1024.3827
1997	1	2	1189.7959
1997	1	3	1897.7332
1997	1	4	2638.9297
1997	1	5	2539.5569
1997	1	6	2000.3751
1997	1	7	1746.0665
1997	1	8	1889.67
1997	1	9	2069.6938
1997	1	10	1968.3096
1997	1	11	1738.3723
1997	1	12	1491.2549
1997	1	13	1233.9015
1997	1	14	1038.0177
1997	1	15	923.08661
1997	1	16	875.99213
1997	1	17	859.19354
1997	1	18	845.68176
1997	1	19	826.93744
1997	1	20	811.95715
1997	1	21	804.83722
1997	1	22	799.47009
1997	1	23	797.31555
1997	1	24	803.28595
1997	1	25	807.90857
1997	1	26	804.14667
1997	1	27	800.11719
1997	1	28	796.92059
1997	1	29	794.78125
1997	1	30	793.7229
1997	1	31	794.61963
1997	2	1	818.48877
1997	2	2	827.55225
1997	2	3	811.89233
1997	2	4	808.55615
1997	2	5	804.55585
1997	2	6	799.49292
1997	2	7	795.17023
1997	2	8	792.8949
1997	2	9	791.19177
1997	2	10	790.30841
1997	2	11	789.81024
1997	2	12	788.4021
1997	2	13	788.03241
1997	2	14	787.6651
1997	2	15	787.55646
1997	2	16	802.45264
1997	2	17	959.92297
1997	2	18	1141.5219
1997	2	19	1398.4932
1997	2	20	1890.698
1997	2	21	2429.6064
1997	2	22	2749.6104
1997	2	23	2550.7029
1997	2	24	2069.9607
1997	2	25	1693.8448
1997	2	26	1486.5756
1997	2	27	1317.5557
1997	2	28	1137.6863
1997	3	1	1037.5848
1997	3	2	964.70123
1997	3	3	905.21411
1997	3	4	865.59174
1997	3	5	864.1261
1997	3	6	860.39221
1997	3	7	829.90424
1997	3	8	835.80975
1997	3	9	922.31091
1997	3	10	1034.0055
1997	3	11	1230.8972
1997	3	12	1378.5389
1997	3	13	1251.4253
1997	3	14	1069.6102
1997	3	15	945.09216
1997	3	16	867.27325
1997	3	17	837.40631
1997	3	18	863.69092
1997	3	19	1253.7321
1997	3	20	2758.5923
1997	3	21	5139.9541
1997	3	22	6808.1904
1997	3	23	6639.689
1997	3	24	5968.5869
1997	3	25	6519.6875
1997	3	26	7633.6318
1997	3	27	8733.5605
1997	3	28	8927.377
1997	3	29	8265.6211
1997	3	30	7991.0103
1997	3	31	8394.6162
1997	4	1	9823.4551
1997	4	2	11068.775
1997	4	3	10382.17
1997	4	4	8501.1885
1997	4	5	7282.0664
1997	4	6	6765.5913
1997	4	7	6465.9238
1997	4	8	6378.6411
1997	4	9	6270.5078
1997	4	10	6224.0503
1997	4	11	6261.7339
1997	4	12	6446.2539
1997	4	13	7196.5361
1997	4	14	7837.2251
1997	4	15	7589.4102
1997	4	16	7348.9165
1997	4	17	8005.5918
1997	4	18	9822.7383
1997	4	19	11276.943
1997	4	20	12236.729
1997	4	21	15278.395
1997	4	22	19837.234
1997	4	23	22731.301
1997	4	24	23029.4
1997	4	25	23067.486
1997	4	26	24270.084
1997	4	27	25571.865
1997	4	28	26957.365
1997	4	29	28705.172
1997	4	30	30062.088
1997	5	1	31292.756
1997	5	2	32688.744
1997	5	3	33398.762
1997	5	4	32404.756
1997	5	5	30181.377
1997	5	6	29022.76
1997	5	7	29414.945
1997	5	8	31488.756
1997	5	9	33880.48
1997	5	10	35774.672
1997	5	11	39712.406
1997	5	12	45085.93
1997	5	13	50895.512
1997	5	14	58689.73
1997	5	15	70346.445
1997	5	16	84951.383
1997	5	17	100839.62
1997	5	18	118299.5
1997	5	19	132983.09
1997	5	20	140205.02
1997	5	21	143948.78
1997	5	22	146973.88
1997	5	23	143811.64
1997	5	24	133308.78
1997	5	25	122480.25
1997	5	26	115475.38
1997	5	27	111953.5
1997	5	28	113818.02
1997	5	29	121610.63
1997	5	30	132527.36
1997	5	31	143644.61
1997	6	1	154748.39
1997	6	2	167933.67
1997	6	3	178934.23
1997	6	4	184052.28
1997	6	5	188164.52
1997	6	6	194346.09
1997	6	7	196816.69
1997	6	8	192689.45
1997	6	9	187193.5
1997	6	10	183987.81
1997	6	11	182259.67
1997	6	12	181439.53
1997	6	13	180626.88
1997	6	14	178454.23
1997	6	15	179241.42
1997	6	16	185207.08
1997	6	17	192089.63
1997	6	18	197988.23
1997	6	19	204816.13
1997	6	20	211996.97
1997	6	21	213332.69
1997	6	22	207710.61
1997	6	23	200614.13
1997	6	24	192346.53
1997	6	25	179508.61
1997	6	26	164106.59
1997	6	27	151466.94
1997	6	28	142198.44
1997	6	29	132931.14
1997	6	30	123488.22
1997	7	1	116486.24
1997	7	2	110826.67
1997	7	3	106208.65
1997	7	4	102672.41
1997	7	5	99818.188
1997	7	6	100513.14
1997	7	7	108447.73
1997	7	8	119557.71
1997	7	9	126819.84
1997	7	10	137126.45
1997	7	11	156805.56
1997	7	12	172235.97
1997	7	13	176481.84
1997	7	14	176157.75
1997	7	15	171527.31
1997	7	16	162190.91
1997	7	17	149711.69
1997	7	18	135871.8
1997	7	19	121400.88
1997	7	20	108456.58
1997	7	21	97892.492
1997	7	22	88691.039
1997	7	23	82216.32
1997	7	24	79265.008
1997	7	25	79555.898
1997	7	26	82527.719
1997	7	27	84012.617
1997	7	28	80077.336
1997	7	29	72664.359
1997	7	30	65569.844
1997	7	31	60147.211
1997	8	1	56945.523
1997	8	2	55418.805
1997	8	3	54774.641
1997	8	4	54878.414
1997	8	5	54254.301
1997	8	6	52781.457
1997	8	7	52151.992
1997	8	8	52014.809
1997	8	9	51392.855
1997	8	10	51526.465
1997	8	11	52160.348
1997	8	12	50069.203
1997	8	13	45119.637
1997	8	14	40296.027
1997	8	15	36428.469
1997	8	16	33743.453
1997	8	17	32335.334
1997	8	18	31940.148
1997	8	19	31321.82
1997	8	20	30399.201
1997	8	21	30136.441
1997	8	22	29995.953
1997	8	23	28820.162
1997	8	24	26081.377
1997	8	25	24386.352
1997	8	26	26778.92
1997	8	27	29385.883
1997	8	28	29447.768
1997	8	29	28657.172
1997	8	30	27890.055
1997	8	31	29580.738
1997	9	1	33308.609
1997	9	2	37020.434
1997	9	3	36025.082
1997	9	4	29581.465
1997	9	5	25226.346
1997	9	6	26047.314
1997	9	7	31669.852
1997	9	8	41160.32
1997	9	9	49081.41
1997	9	10	50398.824
1997	9	11	43945.699
1997	9	12	33810.516
1997	9	13	27315.438
1997	9	14	26180.965
1997	9	15	28930.688
1997	9	16	37008.758
1997	9	17	52347.23
1997	9	18	71493.242
1997	9	19	90079.695
1997	9	20	99154.281
1997	9	21	92483.617
1997	9	22	78976.922
1997	9	23	65004.887
1997	9	24	50829.375
1997	9	25	38541.508
1997	9	26	29853.861
1997	9	27	24787.012
1997	9	28	24764.646
1997	9	29	30684.283
1997	9	30	38452.238
1997	10	1	44851.801
1997	10	2	50361.871
1997	10	3	62117.496
1997	10	4	80919.5
1997	10	5	95345.68
1997	10	6	106866.23
1997	10	7	112791.62
1997	10	8	102890.07
1997	10	9	81825.156
1997	10	10	58867.961
1997	10	11	40932.121
1997	10	12	29209.963
1997	10	13	22387.383
1997	10	14	18875.551
1997	10	15	17001.148
1997	10	16	16220.672
1997	10	17	15882.149
1997	10	18	16921.871
1997	10	19	21093.275
1997	10	20	28181.867
1997	10	21	35684.555
1997	10	22	38035.484
1997	10	23	32377.414
1997	10	24	23330.725
1997	10	25	15813.662
1997	10	26	11060.652
1997	10	27	8621.4395
1997	10	28	8471.0996
1997	10	29	10013.334
1997	10	30	12569.979
1997	10	31	16737.551
1997	11	1	21334.967
1997	11	2	23806.332
1997	11	3	23510.063
1997	11	4	22149.186
1997	11	5	22983.65
1997	11	6	23292.553
1997	11	7	20443.797
1997	11	8	19246.906
1997	11	9	18719.129
1997	11	10	16075.695
1997	11	11	13068.207
1997	11	12	10379.447
1997	11	13	7985.1797
1997	11	14	6045.0737
1997	11	15	4701.7422
1997	11	16	3815.3889
1997	11	17	3345.7427
1997	11	18	3116.2549
1997	11	19	2915.532
1997	11	20	2844.9944
1997	11	21	2874.9888
1997	11	22	3139.231
1997	11	23	3540.634
1997	11	24	3585.0618
1997	11	25	3748.0972
1997	11	26	4399.542
1997	11	27	4555.3311
1997	11	28	4062.1343
1997	11	29	3789.9758
1997	11	30	3959.6028
1997	12	1	3950.7114
1997	12	2	3679.5344
1997	12	3	3332.6235
1997	12	4	2848.4805
1997	12	5	2458.2561
1997	12	6	2177.7024
1997	12	7	1959.962
1997	12	8	1767.1632
1997	12	9	1613.9613
1997	12	10	1488.822
1997	12	11	1391.5182
1997	12	12	1327.2853
1997	12	13	1251.0226
1997	12	14	1171.5717
1997	12	15	1113.7109
1997	12	16	1146.0081
1997	12	17	1437.441
1997	12	18	2382.6333
1997	12	19	3284.667
1997	12	20	3230.6462
1997	12	21	2673.3877
1997	12	22	2106.1733
1997	12	23	1647.6754
1997	12	24	1315.5231
1997	12	25	1123.8378
1997	12	26	1026.4529
1997	12	27	979.58374
1997	12	28	951.06677
1997	12	29	925.71844
1997	12	30	1047.8817
1997	12	31	1630.4493
1998	1	1	2015.7288
1998	1	2	1990.4541
1998	1	3	2197.7056
1998	1	4	2035.6379
1998	1	5	1554.2705
1998	1	6	1261.8641
1998	1	7	1113.2765
1998	1	8	1129.7119
1998	1	9	1098.7195
1998	1	10	1010.5239
1998	1	11	941.6521
1998	1	12	891.97205
1998	1	13	861.23657
1998	1	14	831.33344
1998	1	15	823.31055
1998	1	16	819.98657
1998	1	17	817.87421
1998	1	18	814.38538
1998	1	19	811.07318
1998	1	20	833.50476
1998	1	21	903.66382
1998	1	22	1042.1045
1998	1	23	1130.9674
1998	1	24	1110.1868
1998	1	25	1201.4164
1998	1	26	1520.5931
1998	1	27	1726.22
1998	1	28	2054.9539
1998	1	29	2129.6934
1998	1	30	1684.8776
1998	1	31	1350.3522
1998	2	1	1101.8082
1998	2	2	992.91309
1998	2	3	947.58728
1998	2	4	911.65692
1998	2	5	882.79272
1998	2	6	857.0484
1998	2	7	909.53381
1998	2	8	1037.0851
1998	2	9	1194.318
1998	2	10	1388.9526
1998	2	11	1587.6703
1998	2	12	1503.1787
1998	2	13	1417.7924
1998	2	14	1942.1687
1998	2	15	2919.1191
1998	2	16	3093.811
1998	2	17	2482.3184
1998	2	18	1982.5759
1998	2	19	1558.3188
1998	2	20	1428.0873
1998	2	21	1885.5892
1998	2	22	3062.2661
1998	2	23	5021.5903
1998	2	24	5943.6221
1998	2	25	4992.3232
1998	2	26	3797.4934
1998	2	27	3003.5554
1998	2	28	2575.2292
1998	3	1	2148.3623
1998	3	2	1727.2368
1998	3	3	1567.0565
1998	3	4	1704.705
1998	3	5	1909.8376
1998	3	6	1917.7324
1998	3	7	1827.423
1998	3	8	1694.9717
1998	3	9	1562.4125
1998	3	10	1547.3062
1998	3	11	1776.0786
1998	3	12	2111.0427
1998	3	13	2540.8777
1998	3	14	3253.4287
1998	3	15	4100.0068
1998	3	16	5002.7959
1998	3	17	6053.9316
1998	3	18	7211.3584
1998	3	19	8176.2842
1998	3	20	8434.626
1998	3	21	8246.2598
1998	3	22	8257.4355
1998	3	23	9558.3184
1998	3	24	13238.054
1998	3	25	16953.275
1998	3	26	19212.764
1998	3	27	20634.557
1998	3	28	20501.512
1998	3	29	18613.697
1998	3	30	15889.049
1998	3	31	13027.231
1998	4	1	10055.369
1998	4	2	8097.8589
1998	4	3	7763.9316
1998	4	4	8208.8535
1998	4	5	10098.369
1998	4	6	13501.467
1998	4	7	17045.117
1998	4	8	20274.885
1998	4	9	22028.914
1998	4	10	21294.646
1998	4	11	19433.045
1998	4	12	18184.373
1998	4	13	17578.279
1998	4	14	15742.174
1998	4	15	13188.566
1998	4	16	11733.672
1998	4	17	10894.856
1998	4	18	10743.374
1998	4	19	12023.113
1998	4	20	14303.197
1998	4	21	16725.92
1998	4	22	19056.762
1998	4	23	22201.994
1998	4	24	27382.02
1998	4	25	34459.191
1998	4	26	39430.281
1998	4	27	39708.941
1998	4	28	40234.918
1998	4	29	45385.895
1998	4	30	54037.977
1998	5	1	61953.992
1998	5	2	68751.203
1998	5	3	79273.883
1998	5	4	97022.883
1998	5	5	119171.22
1998	5	6	142043.48
1998	5	7	165476.52
1998	5	8	188388.38
1998	5	9	208220.31
1998	5	10	221276.39
1998	5	11	227583.25
1998	5	12	230182.91
1998	5	13	228594.75
1998	5	14	223020.28
1998	5	15	215713.25
1998	5	16	206116.8
1998	5	17	191191.13
1998	5	18	172921.22
1998	5	19	155299.13
1998	5	20	139304.05
1998	5	21	125416.91
1998	5	22	113463.36
1998	5	23	108474.7
1998	5	24	112006.16
1998	5	25	120597.36
1998	5	26	130377
1998	5	27	139842.95
1998	5	28	149149.11
1998	5	29	153705.2
1998	5	30	152198.89
1998	5	31	147544.95
1998	6	1	146168.14
1998	6	2	149853.64
1998	6	3	153952.75
1998	6	4	150908.48
1998	6	5	140139.09
1998	6	6	129928.85
1998	6	7	120404.99
1998	6	8	111276.51
1998	6	9	105626.06
1998	6	10	102029.8
1998	6	11	98434.477
1998	6	12	95031.469
1998	6	13	92785.617
1998	6	14	91815.633
1998	6	15	91093.945
1998	6	16	90167.469
1998	6	17	90026.461
1998	6	18	89908.164
1998	6	19	89064.758
1998	6	20	87704.227
1998	6	21	84007.711
1998	6	22	77870.047
1998	6	23	71144.648
1998	6	24	65365.184
1998	6	25	60997.047
1998	6	26	59863.5
1998	6	27	62394.328
1998	6	28	65361.992
1998	6	29	66012.578
1998	6	30	63503.797
1998	7	1	59729.453
1998	7	2	56490.234
1998	7	3	55320.957
1998	7	4	57304.582
1998	7	5	59594.438
1998	7	6	56959.91
1998	7	7	50532.152
1998	7	8	45050.723
1998	7	9	42100.637
1998	7	10	41598.145
1998	7	11	42265.949
1998	7	12	43254.613
1998	7	13	44649.438
1998	7	14	45574.34
1998	7	15	45695.445
1998	7	16	49154.008
1998	7	17	55382.891
1998	7	18	55635.547
1998	7	19	46527.984
1998	7	20	34896.211
1998	7	21	26241.453
1998	7	22	20973.488
1998	7	23	17854.393
1998	7	24	16072.419
1998	7	25	15212.004
1998	7	26	13458.593
1998	7	27	11187.466
1998	7	28	9476.5332
1998	7	29	8397.3467
1998	7	30	7973.7925
1998	7	31	7975.2769
1998	8	1	8200.791
1998	8	2	8560.7354
1998	8	3	9150.3633
1998	8	4	10179.791
1998	8	5	10655.267
1998	8	6	10870.254
1998	8	7	11827.681
1998	8	8	11764.924
1998	8	9	10282.184
1998	8	10	8795.5811
1998	8	11	7650.8516
1998	8	12	6668.6309
1998	8	13	5959.2295
1998	8	14	5545.0371
1998	8	15	5330.7739
1998	8	16	5271.8076
1998	8	17	5343.8306
1998	8	18	6417.8828
1998	8	19	7973.5195
1998	8	20	9337.0918
1998	8	21	11841.075
1998	8	22	14829.436
1998	8	23	15378.812
1998	8	24	12690.914
1998	8	25	9635.0156
1998	8	26	7985.0898
1998	8	27	6944.5044
1998	8	28	6453.9399
1998	8	29	6357.8438
1998	8	30	5977.708
1998	8	31	5420.3887
1998	9	1	4808.3896
1998	9	2	4274.0073
1998	9	3	3923.874
1998	9	4	3760.8835
1998	9	5	3744.0405
1998	9	6	3776.9155
1998	9	7	3781.4758
1998	9	8	3691.3018
1998	9	9	3575.5151
1998	9	10	3577.0273
1998	9	11	3784.4707
1998	9	12	4018.8391
1998	9	13	4348.7173
1998	9	14	4880.5391
1998	9	15	4967.9868
1998	9	16	4354.7632
1998	9	17	3700.1594
1998	9	18	3322.0815
1998	9	19	3783.9246
1998	9	20	8826.9727
1998	9	21	20449.502
1998	9	22	31975.01
1998	9	23	35805.539
1998	9	24	32157.176
1998	9	25	25245.973
1998	9	26	18520.094
1998	9	27	14741.532
1998	9	28	13149.11
1998	9	29	11614.946
1998	9	30	10566.465
1998	10	1	10102.109
1998	10	2	9499.6484
1998	10	3	8569.0859
1998	10	4	9591.6279
1998	10	5	12298.653
1998	10	6	14231.013
1998	10	7	16117.961
1998	10	8	17531.193
1998	10	9	17682.08
1998	10	10	17879.332
1998	10	11	19068.994
1998	10	12	19869.076
1998	10	13	20051.148
1998	10	14	20845.938
1998	10	15	23642.201
1998	10	16	27031.633
1998	10	17	27386.418
1998	10	18	24800.33
1998	10	19	20986.32
1998	10	20	17055.121
1998	10	21	13991.614
1998	10	22	11713.996
1998	10	23	9454.3691
1998	10	24	7627.7021
1998	10	25	6245.687
1998	10	26	5092.2363
1998	10	27	4342.2617
1998	10	28	4086.5181
1998	10	29	4412.5845
1998	10	30	5801.1138
1998	10	31	7192.062
1998	11	1	7457.0713
1998	11	2	6995.1538
1998	11	3	5923.9834
1998	11	4	4795.8101
1998	11	5	4040.3982
1998	11	6	3647.989
1998	11	7	3455.7136
1998	11	8	3380.9905
1998	11	9	3365.7522
1998	11	10	3274.9397
1998	11	11	3127.5278
1998	11	12	3079.03
1998	11	13	3339.0244
1998	11	14	5222.1123
1998	11	15	8808.9795
1998	11	16	11760.847
1998	11	17	13132.646
1998	11	18	13126.095
1998	11	19	11700.896
1998	11	20	9701.126
1998	11	21	8333.8066
1998	11	22	8123.855
1998	11	23	8671.6748
1998	11	24	8483.334
1998	11	25	7523.7139
1998	11	26	7204.3125
1998	11	27	8109.6123
1998	11	28	9210.498
1998	11	29	9182.7295
1998	11	30	8554.6748
1998	12	1	8167.478
1998	12	2	7854.1196
1998	12	3	7090.0107
1998	12	4	6103.6191
1998	12	5	4887.9067
1998	12	6	3613.2185
1998	12	7	2809.2942
1998	12	8	2318.9609
1998	12	9	2085.2168
1998	12	10	2024.0822
1998	12	11	2030.6245
1998	12	12	2142.0278
1998	12	13	2603.8828
1998	12	14	4047.95
1998	12	15	6601.3965
1998	12	16	7432.6475
1998	12	17	6035.6689
1998	12	18	4847.5615
1998	12	19	4234.5605
1998	12	20	3855.5151
1998	12	21	3262.1377
1998	12	22	2686.1833
1998	12	23	2327.7053
1998	12	24	2119.2371
1998	12	25	2017.9236
1998	12	26	1937.1082
1998	12	27	1920.3474
1998	12	28	1919.5278
1998	12	29	1907.0247
1998	12	30	1948.2137
1998	12	31	2073.97
1999	1	1	2053.9907
1999	1	2	1880.9796
1999	1	3	1755.506
1999	1	4	1685.5814
1999	1	5	1652.6937
1999	1	6	1628.1285
1999	1	7	1622.6385
1999	1	8	1651.0717
1999	1	9	1660.8654
1999	1	10	1624.1117
1999	1	11	1627.1981
1999	1	12	1854.9493
1999	1	13	2661.564
1999	1	14	3095.5076
1999	1	15	2716.6875
1999	1	16	2688.2087
1999	1	17	2638.1841
1999	1	18	2228.0625
1999	1	19	1888.9579
1999	1	20	1678.3185
1999	1	21	1656.614
1999	1	22	1668.561
1999	1	23	1615.3862
1999	1	24	1528.6134
1999	1	25	1423.4077
1999	1	26	1338.6027
1999	1	27	1282.9061
1999	1	28	1273.9224
1999	1	29	1316.9337
1999	1	30	1668.6726
1999	1	31	2930.6624
1999	2	1	4163.189
1999	2	2	4147.6758
1999	2	3	3533.3284
1999	2	4	3234.5471
1999	2	5	3097.7615
1999	2	6	2779.8484
1999	2	7	2617.8796
1999	2	8	2747.7251
1999	2	9	3040.9136
1999	2	10	2791.2441
1999	2	11	2104.4407
1999	2	12	1645.251
1999	2	13	1378.6071
1999	2	14	1276.38
1999	2	15	1219.2693
1999	2	16	1206.7351
1999	2	17	1214.1661
1999	2	18	1211.2957
1999	2	19	1201.1732
1999	2	20	1171.8379
1999	2	21	1149.0587
1999	2	22	1109.3137
1999	2	23	1070.3212
1999	2	24	1169.0194
1999	2	25	1313.3009
1999	2	26	1665.5685
1999	2	27	2610.479
1999	2	28	3047.6016
1999	3	1	2666.0579
1999	3	2	2607.928
1999	3	3	2587.1074
1999	3	4	2357.7856
1999	3	5	2138.4321
1999	3	6	1940.7284
1999	3	7	1818.5377
1999	3	8	1639.5002
1999	3	9	1451.8645
1999	3	10	1308.3914
1999	3	11	1222.1033
1999	3	12	1219.8792
1999	3	13	1257.6497
1999	3	14	1374.4551
1999	3	15	1972.2881
1999	3	16	3043.594
1999	3	17	3293.6094
1999	3	18	2709.2188
1999	3	19	2236.0713
1999	3	20	2083.3716
1999	3	21	2299.9502
1999	3	22	2670.6821
1999	3	23	3319.5576
1999	3	24	4182.4014
1999	3	25	5066.4185
1999	3	26	6361.1074
1999	3	27	9151.9355
1999	3	28	11241.957
1999	3	29	10650.013
1999	3	30	9357.8652
1999	3	31	8374.7471
1999	4	1	7307.8433
1999	4	2	5976.8296
1999	4	3	4986.0615
1999	4	4	4494.8911
1999	4	5	4593.2559
1999	4	6	5052.5156
1999	4	7	5294.1519
1999	4	8	5856.6704
1999	4	9	7895.3301
1999	4	10	10009.782
1999	4	11	10260.83
1999	4	12	9909.1406
1999	4	13	10230.244
1999	4	14	11558.566
1999	4	15	12001.769
1999	4	16	11175.346
1999	4	17	11961.405
1999	4	18	14475.206
1999	4	19	17364.529
1999	4	20	20098.264
1999	4	21	23427.16
1999	4	22	27125.506
1999	4	23	30361.455
1999	4	24	33844.52
1999	4	25	38279.609
1999	4	26	43382.016
1999	4	27	46831.578
1999	4	28	46495.652
1999	4	29	43213.313
1999	4	30	40248.629
1999	5	1	39659.652
1999	5	2	40518.637
1999	5	3	39964.09
1999	5	4	37593.305
1999	5	5	36009.922
1999	5	6	35105.188
1999	5	7	33804.211
1999	5	8	31053.156
1999	5	9	26118.273
1999	5	10	20864.988
1999	5	11	17984.076
1999	5	12	19206.018
1999	5	13	22356.109
1999	5	14	25249.898
1999	5	15	28872.934
1999	5	16	33073.441
1999	5	17	36648.91
1999	5	18	40310.664
1999	5	19	44679.215
1999	5	20	48809.184
1999	5	21	51611.887
1999	5	22	54818.313
1999	5	23	59156.453
1999	5	24	63597.531
1999	5	25	71063.906
1999	5	26	81563.844
1999	5	27	92927.703
1999	5	28	103426.09
1999	5	29	112204.74
1999	5	30	121676.95
1999	5	31	129018.56
1999	6	1	132134.55
1999	6	2	134844.22
1999	6	3	137123.66
1999	6	4	136006.2
1999	6	5	134414.08
1999	6	6	137986.19
1999	6	7	143754.63
1999	6	8	143047.45
1999	6	9	134672.91
1999	6	10	126572.02
1999	6	11	118316.99
1999	6	12	107239.88
1999	6	13	98900
1999	6	14	98545.07
1999	6	15	106483.45
1999	6	16	121171.41
1999	6	17	142035.02
1999	6	18	164248.84
1999	6	19	183743.08
1999	6	20	201521.23
1999	6	21	214710.45
1999	6	22	219396.23
1999	6	23	219823.22
1999	6	24	219620.41
1999	6	25	218354.39
1999	6	26	214356.39
1999	6	27	206431.31
1999	6	28	195434.23
1999	6	29	182405.19
1999	6	30	170311.73
1999	7	1	161268.11
1999	7	2	156816.17
1999	7	3	153310.22
1999	7	4	147596.27
1999	7	5	143929.98
1999	7	6	141048.31
1999	7	7	137743.31
1999	7	8	134630.69
1999	7	9	132674.53
1999	7	10	132713.69
1999	7	11	132879.73
1999	7	12	134503.7
1999	7	13	138889.64
1999	7	14	143262.3
1999	7	15	146522.77
1999	7	16	150285.45
1999	7	17	154501.36
1999	7	18	155259.36
1999	7	19	153258.3
1999	7	20	151319.11
1999	7	21	145946.56
1999	7	22	137546.42
1999	7	23	129805.59
1999	7	24	123764.4
1999	7	25	119243.06
1999	7	26	116289.05
1999	7	27	114455.62
1999	7	28	111903.57
1999	7	29	108560.2
1999	7	30	106205.7
1999	7	31	104592.09
1999	8	1	102850.16
1999	8	2	99895.234
1999	8	3	96275.188
1999	8	4	93428.047
1999	8	5	91069.469
1999	8	6	89131.336
1999	8	7	86314.305
